ID,Gender,Occupation,CompanySize,HouseHold,Experience,Transportation,Remote,RecommendRemote,RemotePreffered,Productivity,Age,Sector,CompanyAllowChoice,CompanyCommonRemote,CompanySupportRemote,WorkingHoursDiff,PersonalHoursDiff,DomesticHoursDiff,CommuteHoursDiff,BiggestChallenge,BiggestBenefit
1081,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,48,Tertiary quaternary,no,no,hard to say,7.6899999999999995,20,0,0,Technical,Work-life balance
1082,Male,Manager,200+,Other,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Increased,40,Tertiary quinary,hard to say,hard to say,hard to say,0,0,0,0,Working conditions,Relationships
1083,Female,Clerk,20-199,Other,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Dropped,25,Tertiary quaternary,no,yes,no,0,20,0,0,Technical,Less expenses
1084,Male,Clerk,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,33,Tertiary quinary,yes,yes,yes,0,25,50,50,Isolation,Work-life balance
1085,Female,Manager,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,27,Tertiary quinary,yes,yes,yes,0,0,0,0,Caring,Work-life balance
1086,Male,Manager,20-199,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,44,Tertiary quaternary,yes,yes,yes,50,0,0,0,Self management,Work-life balance
1087,Male,Professional,20-199,Couple+children,More than 5 years,Regional,Hybrid,hard to say,Hybrid,Increased,31,Tertiary quaternary,yes,yes,yes,0,-50,-50,-50,Collaboration,Relationships
1088,Male,Professional,20-199,Couple,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Same level,48,Tertiary quaternary,yes,yes,yes,0,20,50,50,Collaboration,Professional
1089,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,no,Hybrid,Dropped,50,Tertiary quinary,yes,yes,no,-11.110000000000001,0,33.33,33.33,Collaboration,Professional
1090,Female,Manager,1-19,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,64,Tertiary quinary,yes,yes,hard to say,-14.29,0,0,0,Caring,Job satisfaction
1091,Male,Professional,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,35,Secondary,yes,yes,yes,16.669999999999998,-98,0,0,Technical,Work-life balance
1094,Female,Manager,1-19,Couple,Between 1 and 5 years,Metro,Remote,no,Hybrid,Dropped,30,Tertiary quaternary,hard to say,yes,hard to say,-12.5,25,100,100,Collaboration,Relationships
1095,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,54,Secondary,yes,yes,yes,12.5,0,50,50,Motivation,Professional
1097,Male,Professional,20-199,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,41,Tertiary quaternary,yes,yes,yes,28.57,100,0,0,Motivation,Less expenses
1098,Female,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,60,Tertiary quaternary,yes,yes,yes,12.5,0,0,0,Collaboration,Professional
1099,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Almost onsite,no,Almost onsite,Same level,49,Tertiary quaternary,yes,yes,yes,12.5,0,0,0,Isolation,Relationships
1100,Female,Professional,200+,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,36,Tertiary quaternary,yes,no,yes,0,16.669999999999998,20,20,Caring,Less expenses
1101,Female,Other,200+,Other,Between 1 and 5 years,Metro,Almost onsite,yes,Almost onsite,Same level,49,Tertiary quinary,no,hard to say,no,-90,100,0,0,Collaboration,Work-life balance
1102,Female,Professional,200+,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,36,Tertiary quaternary,yes,hard to say,hard to say,0,0,33.33,33.33,Caring,Mental wellbeing
1104,Male,Professional,200+,Single,More than 5 years,Metro,Remote,yes,Remote,Increased,60,Tertiary quaternary,yes,yes,no,20,100,0,0,Technical,Professional
1105,Female,Other,200+,Couple+children,More than 5 years,Regional,Almost onsite,yes,Onsite,Same level,40,Tertiary quaternary,yes,yes,no,0,25,0,0,Caring,Work-life balance
1106,Male,Manager,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Almost onsite,Increased,55,Tertiary quinary,hard to say,hard to say,no,-54.55,-90.91,0,0,Motivation,Work-life balance
1107,Male,Professional,200+,Couple+children,More than 5 years,Regional,Hybrid,no,Onsite,Dropped,53,Tertiary quinary,yes,yes,yes,-14.29,100,100,100,Technical,Work-life balance
1108,Male,Other,1-19,Couple+children,More than 5 years,Regional,Remote,hard to say,Hybrid,Increased,59,Primary and Other,yes,yes,yes,-28.57,-50,0,0,Working conditions,Relationships
1109,Male,Other,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,30,Primary and Other,yes,no,hard to say,0,50,-50,-50,Impossible tasks,Job satisfaction
1110,Male,Professional,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,50,Tertiary quaternary,hard to say,hard to say,hard to say,0,-50,-50,-50,Collaboration,Work-life balance
1111,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quaternary,yes,yes,yes,25,0,0,0,Collaboration,Work-life balance
1112,Male,Manager,1-19,Other,Between 1 and 5 years,Regional,Hybrid,yes,Almost onsite,Dropped,41,Tertiary quinary,yes,no,no,0,0,0,0,Impossible tasks,Less expenses
1113,Female,Other,20-199,Couple+children,More than 5 years,Metro,Almost onsite,no,Hybrid,Increased,40,Secondary,yes,yes,yes,28.57,-25,100,100,Technical,Professional
1114,Female,Clerk,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,59,Tertiary quinary,yes,yes,yes,0,33.33,33.33,33.33,Company's policy,Work-life balance
1115,Male,Clerk,20-199,Couple,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,63,Tertiary quinary,hard to say,yes,yes,0,0,0,0,Isolation,Work-life balance
1116,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,36,Tertiary quaternary,yes,yes,yes,0,0,66.67,66.67,Motivation,Professional
1118,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,44,Secondary,yes,yes,yes,33.33,0,0,0,Technical,Professional
1119,Male,Professional,20-199,Single,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Increased,29,Tertiary quaternary,yes,no,hard to say,0,60,60,60,Collaboration,Less expenses
1120,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,47,Tertiary quaternary,yes,yes,yes,0,100,20,20,Technical,Professional
1121,Male,Other,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,44,Tertiary quaternary,yes,yes,yes,0,-25,50,50,Working conditions,Relationships
1122,Female,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,52,Tertiary quinary,yes,yes,yes,0,0,0,0,Isolation,Relationships
1124,Female,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,40,Secondary,hard to say,yes,hard to say,12.5,50,50,50,Technical,Work-life balance
1125,Female,Other,20-199,Couple+children,Between 6 and 12 months,Metro,Hybrid,no,Hybrid,Increased,25,Tertiary quinary,yes,no,hard to say,0,0,0,0,Impossible tasks,Professional
1126,Male,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Almost onsite,no,Almost onsite,Increased,35,Secondary,hard to say,no,hard to say,0,-33.33,-50,-50,Caring,Work-life balance
1128,Male,Professional,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Dropped,35,Tertiary quinary,yes,hard to say,yes,100,0,100,100,Self management,Professional
1129,Male,Clerk,1-19,Couple+children,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,35,Tertiary quinary,yes,yes,hard to say,-70,100,50,50,Working conditions,Job satisfaction
1130,Male,Manager,20-199,Couple+children,Between 6 and 12 months,Regional,Hybrid,yes,Hybrid,Increased,43,Secondary,no,yes,hard to say,30,100,0,0,Caring,Work-life balance
1132,Male,Professional,20-199,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,34,Secondary,yes,yes,yes,0,14.29,33.33,33.33,Technical,Job satisfaction
1133,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quaternary,yes,yes,yes,13.33,75,75,75,Caring,Professional
1134,Female,Manager,1-19,Single,More than 5 years,Metro,Hybrid,yes,Remote,Increased,39,Secondary,yes,yes,yes,0,25,100,100,Technical,Work-life balance
1135,Male,Manager,200+,Couple,Between 6 and 12 months,Metro,Remote,yes,Remote,Same level,40,Primary and Other,hard to say,yes,no,-20,50,33.33,33.33,Working conditions,Professional
1136,Female,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,38,Tertiary quaternary,hard to say,yes,hard to say,0,100,-33.33,-33.33,Impossible tasks,Work-life balance
1137,Female,Clerk,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,57,Tertiary quinary,yes,yes,yes,0,50,33.33,33.33,Collaboration,Work-life balance
1138,Male,Professional,20-199,Other,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Same level,23,Tertiary quaternary,hard to say,no,yes,0,-12.5,25,25,Working conditions,Relationships
1139,Female,Clerk,200+,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,45,Tertiary quinary,no,yes,no,0,25,100,100,Technical,Work-life balance
1141,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Almost onsite,hard to say,Hybrid,Increased,22,Tertiary quinary,hard to say,yes,yes,16.669999999999998,0,0,0,Collaboration,Job satisfaction
1143,Female,Professional,1-19,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,30,Secondary,no,yes,hard to say,0,0,0,0,Isolation,Less expenses
1144,Male,Other,20-199,Couple,Between 6 and 12 months,Regional,Hybrid,hard to say,Almost onsite,Dropped,25,Tertiary quaternary,hard to say,yes,no,75,100,100,100,Caring,Relationships
1145,Female,Other,20-199,Couple+children,Between 6 and 12 months,Metro,Remote,no,Remote,Same level,20,Primary and Other,yes,hard to say,hard to say,20,0,33.33,33.33,Self management,Less expenses
1146,Female,Clerk,200+,Couple,More than 5 years,Regional,Remote,yes,Hybrid,Increased,51,Tertiary quaternary,yes,yes,yes,0,0,100,100,Isolation,Professional
1147,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,52,Tertiary quinary,yes,yes,hard to say,6.25,0,0,0,Working conditions,Work-life balance
1148,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,no,Onsite,Dropped,57,Tertiary quinary,hard to say,yes,no,0,0,0,0,Collaboration,Professional
1149,Male,Manager,200+,Couple+children,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Increased,43,Secondary,yes,hard to say,yes,0,100,0,0,Technical,Work-life balance
1150,Female,Professional,1-19,Couple,Between 1 and 5 years,Metro,Remote,yes,Onsite,Increased,64,Tertiary quaternary,hard to say,yes,hard to say,100,100,100,100,Collaboration,Work-life balance
1151,Female,Other,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,45,Secondary,hard to say,yes,hard to say,50,0,0,0,Impossible tasks,Relationships
1152,Male,Professional,200+,Single,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,35,Secondary,yes,yes,yes,-60,50,50,50,Self management,Professional
1153,Female,Manager,20-199,Couple+children,Between 6 and 12 months,Regional,Hybrid,yes,Remote,Increased,27,Tertiary quinary,yes,yes,yes,100,0,0,0,Self management,Professional
1154,Female,Professional,1-19,Couple,More than 5 years,Regional,Almost onsite,no,Almost onsite,Dropped,64,Tertiary quinary,no,no,no,0,0,0,0,Company's policy,Work-life balance
1155,Male,Professional,1-19,Couple,More than 5 years,Metro,Remote,yes,Remote,Increased,58,Tertiary quaternary,yes,yes,no,22.220000000000002,0,100,100,Collaboration,Relationships
1157,Male,Other,200+,Couple,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,57,Tertiary quinary,hard to say,yes,yes,5.26,0,0,0,Technical,Professional
1158,Male,Professional,1-19,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,20,Tertiary quinary,yes,yes,yes,0,0,-23.080000000000002,-23.080000000000002,Caring,Mental wellbeing
1160,Female,Professional,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,32,Primary and Other,yes,yes,yes,0,0,0,0,Company's policy,Job satisfaction
1161,Female,Clerk,200+,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Increased,31,Tertiary quinary,yes,yes,yes,0,100,100,100,Technical,Less expenses
1162,Female,Professional,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,50,Tertiary quinary,yes,yes,yes,0,50,100,100,Caring,Less expenses
1165,Male,Manager,20-199,Single,More than 5 years,Metro,Remote,yes,Remote,Increased,30,Tertiary quaternary,yes,yes,yes,0,0,0,0,Isolation,Work-life balance
1167,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,47,Tertiary quaternary,yes,no,yes,0,66.67,0,0,Isolation,Work-life balance
1168,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,39,Tertiary quinary,yes,yes,yes,6.25,50,0,0,Isolation,Work-life balance
1169,Male,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,64,Secondary,yes,yes,yes,0,50,0,0,Technical,Work-life balance
1170,Female,Clerk,200+,Other,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,58,Tertiary quaternary,no,yes,no,0,0,100,100,Isolation,Relationships
1171,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,29,Tertiary quinary,yes,yes,yes,0,0,0,0,Isolation,Less expenses
1172,Female,Other,1-19,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,38,Tertiary quinary,yes,yes,yes,0,33.33,100,100,Self management,Work-life balance
1173,Female,Other,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Almost onsite,Increased,47,Primary and Other,yes,yes,yes,0,0,0,0,Technical,Professional
1174,Female,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,37,Tertiary quinary,yes,yes,yes,0,-66.67,-75,-75,Collaboration,Relationships
1175,Male,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,no,Almost onsite,Dropped,33,Secondary,yes,hard to say,yes,-11.110000000000001,25,0,0,Technical,Work-life balance
1176,Female,Clerk,1-19,Single,Between 6 and 12 months,Metro,Hybrid,no,Onsite,Dropped,47,Tertiary quinary,no,hard to say,no,-25,100,50,50,Collaboration,Job satisfaction
1178,Male,Clerk,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,23,Primary and Other,hard to say,yes,hard to say,0,0,100,100,Working conditions,Less expenses
1179,Male,Manager,1-19,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,31,Tertiary quaternary,yes,yes,yes,12.5,100,0,0,Technical,Relationships
1182,Female,Clerk,200+,Couple,More than 5 years,Metro,Remote,yes,Remote,Same level,57,Tertiary quinary,yes,yes,yes,0,0,0,0,Collaboration,Mental wellbeing
1183,Male,Manager,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,31,Tertiary quaternary,yes,yes,yes,66.67,50,-66.67,-66.67,Technical,Relationships
1184,Male,Other,200+,Couple+children,More than 5 years,Regional,Remote,yes,Remote,Increased,36,Secondary,yes,yes,yes,57.14,0,0,0,Collaboration,Professional
1187,Female,Manager,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,45,Tertiary quaternary,yes,yes,yes,-11.110000000000001,33.33,50,50,Collaboration,Professional
1188,Male,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,34,Tertiary quinary,yes,yes,yes,0,0,0,0,Technical,Less expenses
1189,Female,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,42,Tertiary quinary,yes,yes,yes,0,0,0,0,Isolation,Work-life balance
1191,Male,Other,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,29,Tertiary quaternary,yes,yes,yes,12.5,-50,-33.33,-33.33,Technical,Relationships
1192,Male,Other,200+,Couple,Between 6 and 12 months,Regional,Almost onsite,no,Almost onsite,Increased,55,Tertiary quaternary,yes,yes,yes,0,33.33,100,100,Collaboration,Mental wellbeing
1193,Female,Other,200+,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,59,Primary and Other,no,yes,no,0,0,66.67,66.67,Company's policy,Professional
1194,Male,Manager,20-199,Single,Between 6 and 12 months,Regional,Hybrid,yes,Almost onsite,Increased,30,Tertiary quinary,hard to say,hard to say,yes,-16.669999999999998,16.669999999999998,0,0,Technical,Relationships
1196,Male,Clerk,20-199,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,27,Tertiary quinary,yes,yes,yes,0,0,0,0,Self management,Work-life balance
1197,Female,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,54,Tertiary quinary,yes,yes,yes,0,33.33,0,0,Collaboration,Work-life balance
1198,Male,Manager,200+,Single,Between 1 and 5 years,Metro,Hybrid,no,Hybrid,Dropped,24,Tertiary quinary,yes,yes,yes,-6.25,21.43,0,0,Collaboration,Work-life balance
1199,Male,Manager,200+,Single,Between 1 and 5 years,Regional,Hybrid,hard to say,Hybrid,Dropped,24,Tertiary quaternary,yes,yes,yes,0,33.33,0,0,Collaboration,Professional
1200,Male,Other,200+,Other,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Same level,27,Tertiary quinary,no,yes,yes,0,0,0,0,Collaboration,Relationships
1201,Female,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Almost onsite,Increased,63,Tertiary quinary,hard to say,yes,yes,25,50,-33.33,-33.33,Collaboration,Mental wellbeing
1202,Male,Other,20-199,Couple,More than 5 years,Metro,Hybrid,no,Hybrid,Dropped,56,Tertiary quaternary,yes,yes,yes,-14.29,100,100,100,Collaboration,Professional
1203,Male,Professional,1-19,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,31,Tertiary quaternary,yes,yes,yes,12.5,25,100,100,Technical,Work-life balance
1204,Male,Professional,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,39,Secondary,yes,hard to say,yes,-25,100,50,50,Technical,Relationships
1206,Male,Manager,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,35,Secondary,no,yes,hard to say,0,25,0,0,Company's policy,Mental wellbeing
1207,Male,Other,200+,Couple,More than 5 years,Metro,Remote,hard to say,Onsite,Dropped,50,Tertiary quaternary,no,yes,hard to say,0,0,0,0,Technical,Work-life balance
1209,Female,Professional,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,45,Tertiary quinary,yes,yes,yes,0,20,0,0,Isolation,Relationships
1210,Female,Other,20-199,Couple,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,58,Tertiary quinary,no,no,yes,0,33.33,50,50,Technical,Mental wellbeing
1211,Female,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,41,Tertiary quaternary,hard to say,hard to say,yes,12.5,-33.33,100,100,Collaboration,Work-life balance
1213,Male,Other,20-199,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,56,Secondary,yes,yes,yes,-50,100,100,100,Technical,Relationships
1214,Female,Manager,20-199,Couple+children,More than 5 years,Metro,Almost onsite,yes,Almost onsite,Same level,49,Tertiary quaternary,yes,yes,hard to say,0,50,0,0,Technical,Work-life balance
1215,Female,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Remote,Increased,38,Tertiary quaternary,hard to say,yes,hard to say,14.29,50,100,100,Company's policy,Mental wellbeing
1216,Male,Other,1-19,Couple,Between 1 and 5 years,Regional,Almost onsite,no,Almost onsite,Same level,35,Tertiary quinary,yes,yes,no,0,0,0,0,Motivation,Professional
1217,Female,Manager,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,55,Secondary,hard to say,yes,no,0,0,0,0,Technical,Work-life balance
1219,Female,Manager,200+,Other,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,36,Tertiary quaternary,yes,yes,yes,0,50,50,50,Technical,Professional
1220,Female,Clerk,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,49,Tertiary quinary,no,no,no,0,100,0,0,Impossible tasks,Professional
1221,Male,Professional,20-199,Single,Between 1 and 5 years,Metro,Hybrid,no,Hybrid,Same level,28,Tertiary quaternary,yes,no,no,20,-25,-50,-50,Technical,Mental wellbeing
1223,Female,Other,200+,Other,Between 1 and 5 years,Regional,Hybrid,hard to say,Almost onsite,Dropped,29,Tertiary quinary,no,yes,no,-20,0,-75,-75,Isolation,Relationships
1224,Male,Manager,20-199,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,35,Secondary,yes,no,yes,0,66.67,0,0,Working conditions,Relationships
1227,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,52,Tertiary quinary,yes,yes,yes,0,-50,-99.67,-99.67,Caring,Less expenses
1228,Male,Professional,1-19,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Dropped,29,Primary and Other,yes,yes,hard to say,33.33,-20,100,100,Motivation,Less expenses
1229,Male,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Almost onsite,Same level,30,Tertiary quinary,hard to say,yes,no,7.6899999999999995,0,100,100,Motivation,Job satisfaction
1230,Male,Manager,200+,Single,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,39,Secondary,yes,hard to say,yes,25,66.67,50,50,Caring,Professional
1231,Male,Other,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,29,Secondary,yes,yes,yes,-6.67,50,0,0,Motivation,Work-life balance
1232,Female,Other,200+,Other,More than 5 years,Regional,Hybrid,hard to say,Remote,Increased,61,Tertiary quinary,yes,no,yes,50,0,0,0,Technical,Mental wellbeing
1234,Female,Manager,1-19,Other,More than 5 years,Metro,Remote,yes,Remote,Same level,51,Tertiary quinary,hard to say,hard to say,hard to say,100,100,100,100,Motivation,Mental wellbeing
1235,Female,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,61,Tertiary quaternary,yes,yes,yes,0,33.33,0,0,Motivation,Work-life balance
1236,Male,Professional,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Same level,37,Tertiary quaternary,yes,yes,yes,0,0,0,0,Company's policy,Work-life balance
1237,Male,Clerk,1-19,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,32,Tertiary quaternary,yes,yes,yes,25,-66.67,100,100,Isolation,Professional
1239,Female,Clerk,1-19,Couple,More than 5 years,Metro,Remote,yes,Remote,Increased,49,Tertiary quinary,yes,yes,yes,0,50,0,0,Caring,Mental wellbeing
1240,Female,Manager,20-199,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,40,Secondary,yes,yes,yes,28.57,0,0,0,Collaboration,Less expenses
1241,Female,Professional,20-199,Couple,Between 1 and 5 years,Metro,Remote,yes,Onsite,Same level,25,Tertiary quinary,no,yes,no,0,0,0,0,Collaboration,Work-life balance
1242,Male,Other,1-19,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,50,Primary and Other,yes,yes,yes,0,50,0,0,Technical,Work-life balance
1243,Female,Clerk,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,32,Tertiary quinary,yes,yes,yes,-66.67,0,-25,-25,Isolation,Job satisfaction
1244,Male,Professional,200+,Single,More than 5 years,Metro,Remote,yes,Hybrid,Same level,58,Tertiary quinary,yes,yes,yes,0,11.540000000000001,0,0,Collaboration,Work-life balance
1245,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Increased,40,Primary and Other,yes,yes,hard to say,60,100,100,100,Technical,Job satisfaction
1246,Male,Other,1-19,Single,More than 5 years,Regional,Almost onsite,yes,Remote,Dropped,56,Tertiary quinary,no,no,no,0,60,100,100,Impossible tasks,Mental wellbeing
1247,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,47,Tertiary quinary,yes,hard to say,yes,0,33.33,100,100,Technical,Mental wellbeing
1248,Female,Other,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,40,Tertiary quinary,yes,hard to say,yes,12.5,100,0,0,Collaboration,Less expenses
1250,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,40,Tertiary quaternary,no,yes,yes,0,-40,50,50,Caring,Professional
1251,Female,Professional,20-199,Couple,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,39,Tertiary quaternary,hard to say,yes,hard to say,60,100,0,0,Isolation,Work-life balance
1252,Male,Other,200+,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,29,Tertiary quaternary,yes,no,hard to say,60,-57.14,-50,-50,Isolation,Professional
1253,Female,Other,200+,Couple,More than 5 years,Metro,Almost onsite,hard to say,Hybrid,Dropped,52,Tertiary quinary,no,yes,no,0,50,100,100,Impossible tasks,Less expenses
1255,Male,Professional,20-199,Other,Between 1 and 5 years,Metro,Almost onsite,no,Hybrid,Increased,22,Tertiary quaternary,hard to say,yes,yes,0,0,100,100,Collaboration,Relationships
1256,Female,Clerk,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,33,Tertiary quaternary,yes,yes,yes,7.140000000000001,20,33.33,33.33,Isolation,Professional
1257,Female,Manager,200+,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Dropped,34,Tertiary quaternary,yes,yes,yes,-37.5,50,0,0,Technical,Professional
1258,Female,Professional,200+,Couple+children,More than 5 years,Metro,Remote,hard to say,Hybrid,Increased,40,Tertiary quaternary,yes,yes,yes,12.5,16.669999999999998,0,0,Technical,Professional
1259,Male,Professional,200+,Single,More than 5 years,Metro,Hybrid,no,Hybrid,Increased,47,Tertiary quinary,hard to say,no,yes,0,100,0,0,Collaboration,Work-life balance
1260,Male,Manager,200+,Other,More than 5 years,Regional,Hybrid,hard to say,Hybrid,Increased,38,Secondary,hard to say,yes,no,12.5,12.5,0,0,Caring,Work-life balance
1261,Male,Professional,20-199,Couple,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,45,Tertiary quinary,no,hard to say,hard to say,0,66.67,-50,-50,Collaboration,Work-life balance
1262,Female,Manager,200+,Couple,Between 1 and 5 years,Regional,Almost onsite,no,Onsite,Dropped,58,Primary and Other,no,yes,no,30,-50,-50,-50,Company's policy,Professional
1263,Male,Manager,1-19,Couple,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Increased,35,Tertiary quinary,yes,yes,yes,0,60,60,60,Isolation,Work-life balance
1264,Male,Other,1-19,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,59,Tertiary quinary,yes,yes,yes,33.33,-20,-50,-50,Technical,Work-life balance
